symbol,side,type,quantity,limit_price
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
ETH,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
BNB,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
SOL,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
XRP,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
ADA,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
DOGE,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
AVAX,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
DOT,BUY,MARKET,50,0
